MonthlyIncome,MonthlyRate,DailyRate,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,JobLevel,TrainingTimesLastYear,YearsSinceLastPromotion,JobInvolvement,RelationshipSatisfaction,WorkLifeBalance,Education
17650,5404,1234,26,9,3,1,1,3,3,4,4,1,3,2,4,2
4025,11135,1109,10,8,7,7,0,2,3,1,2,7,3,2,3,4
9725,12278,216,16,15,1,9,1,3,1,2,2,0,4,4,2,4
11904,11038,1089,14,6,4,4,1,3,1,3,1,0,3,3,1,2
2177,8318,788,6,6,3,4,0,1,1,1,3,0,3,1,3,4
7525,23537,124,30,15,7,12,1,1,2,3,2,6,2,1,3,3
4834,7858,660,9,1,0,0,1,2,0,2,3,0,3,2,2,3
2042,15346,342,6,3,2,2,1,0,0,1,2,1,3,2,3,3
2220,18410,1333,1,1,1,0,1,2,2,1,2,0,3,4,3,4
1052,23384,1144,1,1,0,0,0,1,3,1,5,0,3,2,3,1
2821,2997,1186,8,2,2,2,1,2,2,1,2,2,3,1,3,4
19237,12853,1464,29,8,1,7,1,2,1,5,2,7,3,4,2,4
4107,13848,124,8,4,3,1,0,1,3,2,3,0,3,1,2,3
8396,22217,300,8,7,7,5,1,0,2,2,3,7,3,2,2,3
2007,25265,921,5,5,3,3,2,2,0,1,5,1,2,3,3,1
19627,21445,430,23,2,2,2,2,3,3,5,0,2,3,4,3,4
10686,8392,1082,13,9,4,0,1,2,2,3,4,7,2,2,3,4
2942,12154,1240,18,5,4,3,1,2,0,1,4,0,3,2,3,3
8858,15669,796,15,14,8,8,0,3,3,3,2,7,2,2,2,5
16756,17323,444,31,9,7,2,0,0,2,4,3,6,2,2,4,1
10798,5268,415,18,1,0,0,1,3,2,3,5,0,2,3,3,3
2323,17205,769,2,2,2,2,0,3,3,1,3,0,3,2,3,3
1416,17258,1334,1,1,0,0,0,0,2,1,6,1,2,1,2,3
4615,21029,1003,19,16,13,7,3,0,3,2,2,1,2,1,3,4
2461,10332,1323,18,10,0,7,3,2,0,1,2,2,3,3,4,4
8722,12355,1366,10,10,7,9,0,0,1,3,2,1,2,1,2,2
3955,11141,192,6,5,3,3,2,0,0,1,2,1,2,1,3,2
9957,9096,1176,7,6,2,2,1,0,2,2,1,0,3,3,2,3
3376,18863,509,10,10,6,8,0,2,1,1,3,0,4,3,3,2
8823,24608,330,20,19,9,9,1,2,2,3,4,1,2,1,2,1
10322,26542,1492,14,11,10,1,1,3,0,3,6,11,3,4,3,4
4621,5869,1277,3,3,2,2,3,2,0,1,4,1,1,4,3,5
10976,15813,1091,23,3,2,2,1,1,3,3,4,1,3,2,3,1
3660,7909,857,10,8,7,7,0,2,2,2,4,1,3,4,4,3
10482,2326,1376,24,20,6,6,1,0,1,3,1,3,2,4,3,2
7119,21214,654,9,3,2,2,1,3,3,3,2,1,2,3,3,3
9582,10333,1204,9,8,7,7,0,0,3,3,2,4,3,1,3,3
4508,3129,827,14,13,7,8,0,2,0,2,4,3,2,2,3,4
2207,22482,895,4,4,2,2,1,2,0,1,5,2,3,4,2,2
7756,22266,618,7,6,2,4,0,3,0,2,1,0,3,3,2,1
6694,24223,309,8,1,0,0,3,3,3,2,5,0,2,3,3,4
3691,4605,1219,7,7,7,6,1,3,3,1,3,5,3,2,4,1
2377,19373,1330,1,1,1,0,1,2,0,1,0,0,3,3,2,3
2313,2993,1017,5,2,2,2,0,1,0,1,0,2,2,2,3,3
17665,14399,469,23,22,6,7,1,0,3,4,3,13,3,4,3,2
2596,7160,1009,1,1,0,0,2,1,0,1,2,0,2,1,3,3
4728,17251,959,5,0,0,0,0,2,3,2,4,0,3,4,3,4
4302,13401,970,4,3,2,2,1,1,3,2,3,0,3,3,3,3
2979,22478,697,6,0,0,0,3,3,2,1,2,0,2,4,3,4
16885,16154,1262,27,5,4,1,0,3,0,4,3,2,4,3,2,4
5593,17970,1050,15,15,10,12,1,2,1,2,2,4,2,4,3,4
10445,15322,994,18,8,6,0,0,1,1,3,4,4,3,4,3,4
8740,5569,770,9,8,7,7,2,2,2,3,2,2,2,2,3,4
2514,26968,1107,11,7,5,7,1,3,2,1,1,1,3,1,3,4
7655,8039,950,10,9,7,7,3,1,3,3,3,1,3,2,2,3
17465,15596,406,23,12,9,9,1,2,0,4,3,4,3,4,3,1
7351,20619,130,10,1,0,0,0,1,3,3,2,0,3,3,3,2
10820,11535,1082,18,8,7,1,1,0,2,3,1,0,3,3,3,3
12169,13547,203,21,18,7,5,3,3,0,4,4,11,3,4,3,3
19626,17544,1308,21,20,7,9,0,2,2,5,2,4,2,1,4,3
2070,25326,984,2,2,2,2,0,1,3,1,6,2,2,3,4,1
6782,8770,439,9,5,4,3,0,1,2,2,2,0,3,3,2,3
7779,23238,217,18,11,9,9,0,3,0,2,0,0,3,1,3,4
2791,21981,793,3,2,2,2,1,3,2,1,4,2,4,1,3,3
3201,19911,1451,6,5,3,4,0,1,0,1,2,0,2,1,1,1
4968,18500,1182,5,5,2,2,1,3,3,2,3,0,3,4,3,2
13120,11879,174,22,9,8,3,1,1,3,4,3,2,2,2,3,4
4033,15834,1003,5,3,2,2,0,2,3,2,3,0,3,4,2,2
3291,17940,490,8,7,5,1,2,1,3,1,2,1,3,4,2,3
4272,9558,188,16,1,0,0,0,3,1,2,3,0,1,1,3,3
5056,17689,718,10,10,7,2,1,3,1,2,2,1,2,3,2,1
2844,6004,433,7,7,6,0,1,2,2,1,2,5,4,4,4,3
2703,22088,773,3,3,1,2,1,2,2,1,2,0,2,4,3,3
1904,13556,247,0,0,0,0,0,2,2,1,0,0,3,4,3,1
8224,18385,603,6,5,2,3,0,0,0,2,3,0,3,1,3,4
4766,9051,167,6,1,0,0,1,3,1,1,4,0,3,1,3,4
2610,6233,874,2,2,2,2,1,2,2,1,5,2,3,3,2,3
5731,17171,367,9,6,2,3,2,3,2,2,2,1,2,3,3,2
2539,7950,199,4,4,2,2,1,2,3,1,0,2,2,3,3,3
5714,5829,1400,6,6,5,3,0,2,1,2,3,1,3,1,2,1
4323,7108,528,6,5,4,4,0,2,2,1,2,1,3,2,1,4
7336,11162,408,11,11,8,10,1,0,3,3,3,3,2,1,1,1
13499,13782,593,20,18,7,13,0,2,1,3,3,2,3,3,2,4
13758,2447,481,22,21,9,14,0,0,2,4,2,13,3,2,2,3
5155,2253,647,9,6,4,5,0,0,1,2,3,1,3,4,4,4
2258,16340,982,10,8,0,7,1,2,3,1,2,1,2,2,3,4
3597,6409,477,6,4,3,2,0,1,3,1,2,1,3,4,3,3
2515,22955,1485,1,1,1,0,0,3,2,1,4,0,3,4,2,1
4420,13421,1384,8,8,7,7,1,3,0,1,2,0,4,2,3,4
6578,2706,852,10,10,3,4,1,2,2,2,3,1,2,1,3,3
4422,21203,902,16,1,1,0,1,3,2,2,3,0,2,4,1,2
10274,19588,819,15,7,7,4,1,1,2,3,2,6,2,2,4,3
5343,25755,669,14,13,9,9,0,0,3,2,3,4,2,3,3,3
2376,26537,636,2,2,2,2,1,3,3,1,2,2,2,2,4,4
5346,9489,1372,7,4,3,3,0,2,0,2,2,1,1,2,2,3
2827,14947,862,1,1,0,0,3,0,2,1,3,0,3,3,3,1
19943,18575,718,28,5,2,2,1,0,3,5,2,4,3,4,3,4
3131,26342,1401,10,10,8,8,1,3,1,1,5,0,3,1,3,1
2552,7172,645,1,1,1,0,0,0,2,1,4,0,3,3,3,2
4477,20100,1457,7,3,2,2,1,2,0,1,2,0,3,3,2,3
6474,9961,977,14,14,8,11,1,3,3,2,2,3,2,2,2,3
3033,12828,805,2,2,2,2,0,2,0,1,2,1,2,1,2,3
2936,10826,1097,6,6,4,2,0,2,2,1,4,0,3,3,3,4
18606,18640,1223,26,7,7,7,1,2,3,5,6,4,3,2,3,2
2168,26933,942,6,5,4,3,1,3,1,1,2,1,1,1,2,1
2853,4223,1256,1,0,0,0,1,3,2,1,5,0,2,2,3,4
17048,24097,1402,28,26,15,9,0,0,2,4,2,15,3,1,3,3
2290,4279,111,6,0,0,0,0,2,3,1,3,0,1,4,3,3
3600,8429,147,5,5,4,4,1,2,1,1,2,1,3,4,3,3
2107,20293,906,5,1,0,0,1,0,0,1,2,0,2,1,1,2
4115,13192,1329,8,4,3,3,3,0,2,2,3,0,3,3,3,4
4327,25440,1184,5,0,0,0,3,1,1,2,2,0,3,4,3,4
17856,9490,1421,32,2,2,2,1,0,3,4,3,2,3,3,3,3
3196,12449,1179,6,6,5,3,3,0,3,1,2,3,2,3,3,4
19081,10849,1450,25,4,2,3,1,1,3,5,2,0,3,1,3,2
8966,21026,1361,15,7,7,7,3,0,2,2,2,1,3,4,3,4
2210,3372,984,1,1,0,0,1,1,3,1,3,0,3,1,1,2
4539,4905,1146,10,10,7,1,1,2,1,2,3,0,3,1,2,3
2741,6865,917,7,7,7,7,1,2,2,1,4,1,1,3,3,4
3491,11309,853,10,10,7,9,3,2,2,2,4,8,3,1,2,4
4541,7744,200,20,20,11,17,0,3,3,2,3,13,3,2,3,4
2678,5050,654,2,2,1,2,0,3,2,1,2,2,4,4,3,3
7379,17433,150,12,6,3,4,1,3,3,2,3,1,3,3,2,4
6272,12858,179,10,4,3,3,1,0,3,2,3,0,4,1,4,5
5220,10893,696,12,11,7,9,1,3,1,2,3,1,4,2,3,4
2743,7331,116,2,2,2,2,1,1,2,1,2,2,2,3,3,3
4998,2338,1316,10,8,7,7,0,2,3,2,2,0,3,4,3,2
10252,4235,363,17,7,7,7,1,0,2,3,2,7,1,3,3,3
2781,6311,117,15,14,10,10,1,3,0,1,5,4,3,2,3,3
6852,11591,107,7,5,1,3,1,1,1,2,2,1,2,2,4,3
4950,20623,1356,5,4,3,1,0,3,2,2,4,1,3,2,3,4
3579,9369,1465,12,11,9,7,1,1,3,1,2,5,3,1,3,3
13191,23281,458,20,1,0,0,0,0,0,3,6,0,3,3,3,5
10377,13755,1212,16,13,2,12,1,3,2,3,6,4,2,2,2,2
2235,14377,1103,9,9,7,8,2,0,0,1,3,6,3,4,2,3
10502,9659,966,33,5,4,4,1,2,3,3,2,1,3,1,1,4
2011,19982,1117,10,10,5,7,1,3,0,1,5,7,4,4,3,1
1859,6148,504,1,1,1,0,0,1,0,1,2,0,2,2,4,3
3760,5598,1010,3,3,2,2,3,3,0,1,5,1,3,1,3,3
17779,23474,685,36,10,9,9,0,3,3,4,2,0,3,1,3,3
6833,17089,1332,6,6,5,1,0,0,2,2,2,0,3,4,2,2
6812,17198,1062,10,10,9,8,0,0,2,2,2,1,2,2,3,3
5171,16490,326,13,6,1,5,0,3,2,2,2,0,2,4,3,3
19740,18625,920,25,8,7,7,1,3,2,5,2,0,1,2,3,3
18711,12124,1098,23,1,0,0,1,2,0,5,2,0,2,3,4,2
3692,9256,469,12,11,10,7,0,1,2,1,2,0,3,3,2,3
2559,16620,969,7,1,0,0,0,1,3,1,4,0,4,3,2,2
2517,3208,1167,5,5,3,3,3,2,0,1,2,0,3,2,3,2
6623,4204,1329,6,6,0,0,2,3,2,2,2,1,3,2,3,3
18265,8733,715,25,1,0,0,0,3,3,5,3,0,2,3,4,3
16124,3423,694,9,7,7,7,2,3,3,4,2,1,2,2,2,3
2585,21643,1320,2,1,0,0,0,2,2,1,5,0,4,4,2,3
18213,8751,1099,26,22,9,10,1,1,1,5,5,3,3,3,3,3
8380,21708,536,10,9,8,8,2,2,3,3,3,0,4,4,3,5
2994,21221,265,1,1,0,1,0,3,1,1,2,0,4,4,3,3
1223,16901,373,1,1,0,1,1,2,3,1,2,0,3,4,3,2
1118,8040,599,1,1,0,0,0,3,2,1,4,1,1,4,3,1
2875,9973,583,8,8,5,2,0,3,2,1,2,2,3,2,2,2
18824,2493,1449,26,24,10,11,0,1,0,5,2,1,1,1,3,3
13577,25592,177,34,33,9,0,1,1,3,4,3,15,2,4,3,1
2625,25308,251,2,2,2,2,0,2,0,1,2,2,2,3,1,2
18789,9946,168,26,11,4,8,1,1,3,5,2,0,2,3,3,2
4538,6039,131,4,3,2,2,0,0,2,2,3,0,3,4,3,3
19847,19196,237,31,29,10,10,1,1,3,5,5,11,3,1,2,3
10512,20002,1429,25,9,7,4,0,3,3,3,6,5,3,4,2,4
4444,22534,135,15,11,8,10,2,1,2,2,2,5,3,3,4,3
2154,6842,791,5,4,2,2,0,2,3,1,2,0,3,3,2,4
19190,17477,1199,26,25,9,13,2,0,2,5,4,14,4,4,2,2
4490,21833,648,14,10,9,8,2,1,2,2,5,1,2,4,4,3
3506,6020,735,4,3,2,2,0,2,2,1,3,2,3,4,3,1
2372,5628,603,18,1,0,0,0,1,1,2,2,0,4,4,3,4
10231,20364,531,23,21,7,17,0,3,3,3,3,15,2,4,4,4
5410,2323,429,18,16,14,12,0,1,2,2,2,5,3,4,3,4
7978,14075,621,10,10,7,5,1,3,0,3,2,0,3,4,3,3
3867,14222,193,2,2,2,2,1,3,3,1,2,2,2,2,3,3
2838,4257,968,8,7,0,7,0,2,1,1,6,7,2,2,2,2
4695,12858,879,10,8,4,7,0,2,2,2,3,1,3,3,3,2
3339,17285,806,10,7,7,7,2,2,1,1,2,7,3,1,3,3
2080,4732,640,5,3,2,2,0,0,3,1,2,1,3,2,2,3
2096,18830,266,2,2,2,1,0,1,3,1,3,2,3,4,2,3
6209,11693,604,10,10,7,8,2,3,2,2,4,0,4,3,4,3
18061,13035,364,22,0,0,0,0,1,1,5,4,0,3,3,3,3
17123,17334,412,21,19,9,2,2,1,2,4,4,15,2,4,3,4
2372,26076,848,2,2,2,2,2,2,0,1,3,2,3,4,3,4
4883,22845,1089,10,10,4,1,1,2,3,2,3,1,3,1,3,2
3904,22154,360,6,5,2,3,0,0,2,1,2,0,3,1,3,3
4627,23631,1138,10,9,2,7,1,3,0,2,6,6,2,1,3,3
7094,5747,325,10,7,7,7,0,2,3,3,0,1,3,1,3,4
3423,22957,991,10,7,6,7,0,0,3,1,3,5,3,3,4,2
6674,16392,1476,10,9,8,5,3,3,2,2,6,7,1,1,3,3
16880,22422,1322,25,3,2,2,0,0,3,4,2,1,3,2,3,3
9094,17235,299,9,5,4,0,0,1,3,3,2,1,2,3,3,4
8446,21534,1030,10,8,7,7,0,1,1,3,2,7,3,3,2,3
11916,25927,634,9,9,1,8,2,0,1,3,2,0,3,4,3,4
4534,13352,524,9,8,7,7,0,2,0,2,6,1,3,1,3,2
9852,8935,587,10,10,8,6,1,2,3,3,5,9,3,1,2,4
6151,22074,256,19,19,2,9,0,1,2,2,4,11,1,1,3,2
2302,8319,1060,3,3,2,2,0,1,3,1,2,2,3,1,4,3
2362,14669,935,10,3,2,2,0,0,0,1,4,1,3,3,4,3
17861,26582,495,21,20,8,10,0,2,2,4,3,2,3,4,2,1
19187,6992,282,23,19,9,11,1,2,3,5,5,9,1,4,3,2
19717,4022,206,36,7,3,7,0,1,3,5,4,7,3,1,3,4
3544,8532,458,6,4,2,0,1,2,2,1,0,0,3,2,3,2
8500,5494,943,10,9,7,6,1,3,3,3,0,1,3,4,2,3
4661,22455,523,9,9,8,8,0,3,2,2,4,8,3,3,3,3
4103,4297,1018,10,9,3,7,1,0,2,2,2,1,3,4,3,3
4249,2690,482,9,9,6,1,0,2,2,2,3,1,3,2,3,4
14026,17588,770,33,33,9,10,1,1,2,4,2,0,3,2,3,3
6893,19461,1009,11,7,7,7,1,0,1,2,3,1,3,4,3,2
6125,23553,507,10,10,8,6,0,0,2,2,6,9,3,4,4,2
3669,9075,882,7,3,2,2,3,3,3,1,6,1,3,3,2,1
10008,12023,601,31,10,9,9,0,0,2,3,0,5,2,4,2,4
2387,6762,329,7,4,2,3,1,1,1,1,3,0,3,3,3,4
4639,2261,607,17,15,7,13,1,0,0,2,2,6,4,4,2,3
7898,18706,855,11,10,9,8,0,3,3,3,2,0,3,3,3,3
2534,6527,1291,5,1,0,0,1,3,2,1,4,0,4,2,3,3
13142,24439,1405,29,5,2,3,0,1,3,4,1,0,2,2,2,2
1611,19305,1124,0,0,0,0,0,3,3,1,5,0,3,3,4,3
5363,10846,817,10,9,7,0,1,3,3,2,0,0,2,2,3,3
5071,20392,793,8,6,2,0,0,3,3,2,3,0,1,2,3,1
13695,9277,267,24,19,7,8,0,2,0,4,2,3,4,3,2,4
13402,18235,1369,33,19,16,9,1,1,3,4,0,15,3,1,3,3
2029,15891,999,5,5,4,0,3,2,0,1,2,0,2,3,3,1
6377,13888,1202,15,12,11,8,3,2,1,2,0,11,4,2,3,1
5429,17491,285,10,8,7,7,2,2,1,2,1,7,3,1,3,3
2785,11882,703,3,1,0,0,0,3,2,1,3,0,2,3,4,3
4614,23288,662,5,4,2,2,1,2,3,2,0,3,3,3,2,4
2610,15748,693,4,4,2,3,3,2,3,1,2,0,4,4,3,3
6687,6163,404,14,14,11,11,0,3,2,2,2,4,3,4,4,4
4724,24232,736,5,5,3,4,1,0,2,2,0,0,2,3,3,3
6179,21057,330,10,10,2,7,2,2,3,2,3,6,3,4,2,4
6120,3567,1498,8,5,4,4,2,3,0,2,2,1,2,4,4,4
10596,15395,541,14,4,2,2,0,1,1,3,5,3,3,2,3,3
5467,13953,1200,12,6,2,3,2,3,3,2,4,3,3,1,2,3
2996,5182,1439,8,6,4,3,0,2,2,1,2,1,3,4,3,1
9998,19293,1111,8,5,4,2,0,3,1,2,2,1,3,1,4,1
4078,20497,499,4,3,2,2,3,1,2,2,3,1,3,1,2,1
10920,3449,1485,13,6,4,5,1,2,2,3,2,0,3,2,3,2
6232,12477,1372,6,3,2,2,0,2,0,2,3,1,4,2,2,1
13247,9731,322,24,5,3,2,1,2,3,4,3,0,4,2,2,2
4081,20003,930,20,20,7,8,0,2,0,2,3,1,2,1,1,3
5769,7100,205,6,6,2,4,0,3,3,2,3,4,2,4,3,3
2394,25681,135,8,8,2,7,0,2,3,1,2,7,3,4,3,4
3904,4050,683,5,4,3,1,0,3,0,1,2,1,2,4,3,1
16799,16616,1147,21,20,7,9,1,0,2,4,5,0,3,3,3,3
2950,17363,258,12,5,4,4,0,0,2,1,2,0,3,3,1,4
3629,19106,1462,8,3,2,2,0,2,0,1,6,0,3,1,3,3
9362,19944,200,10,2,2,2,0,3,2,3,2,2,3,3,3,2
3229,4910,949,7,3,2,2,1,3,0,1,2,0,3,2,2,3
3578,23577,652,8,7,7,7,0,0,2,1,2,0,4,4,3,3
7988,9769,332,10,10,9,9,0,0,1,3,3,0,2,1,2,3
4284,22710,1475,20,4,3,3,0,0,0,2,2,1,2,1,3,2
7553,22930,337,9,8,7,7,0,3,2,3,1,7,3,1,3,1
17328,5652,971,29,20,7,7,0,3,3,4,3,12,3,4,2,3
19701,22456,1055,32,9,8,5,1,0,3,5,3,1,3,3,3,3
14732,12414,1136,31,7,7,0,2,3,1,4,4,0,4,4,4,4
9278,20763,1174,15,5,4,1,0,1,0,2,3,0,3,4,3,4
1359,16154,667,1,1,0,0,0,2,1,1,3,0,1,2,3,4
4779,12761,855,8,3,2,2,2,0,3,2,3,0,3,2,3,4
16422,8847,182,9,3,2,0,0,1,0,4,3,1,3,3,4,5
2996,20284,560,10,4,3,3,2,0,3,1,2,1,3,3,3,4
1261,22262,202,1,1,0,0,0,1,0,1,3,0,2,3,4,3
2099,7679,1377,6,5,0,4,0,0,1,1,3,1,3,2,4,1
5810,22604,172,10,10,4,8,0,3,0,2,2,1,2,3,2,4
5647,13494,329,11,3,2,2,2,0,2,2,3,0,2,1,2,4
3420,10205,465,17,6,5,2,1,3,0,1,2,1,3,3,2,3
4400,15182,383,6,3,2,2,0,0,0,1,2,2,2,1,3,2
3500,25470,1413,7,6,5,3,0,2,2,1,2,1,4,1,1,2
2066,10494,1255,5,3,2,0,1,0,0,1,3,1,3,4,4,2
17169,26703,359,26,20,17,6,2,2,0,4,2,5,3,2,4,4
4162,15211,1476,5,5,4,3,2,2,3,2,3,0,3,3,3,1
9204,23343,601,7,4,3,3,1,3,3,2,3,0,3,3,2,5
3294,3708,401,7,5,4,2,1,1,3,1,2,0,2,1,2,3
2127,5561,1283,7,4,2,3,0,2,1,1,5,0,4,1,2,5
3975,23099,663,11,8,7,7,2,2,2,2,2,0,3,3,4,4
10793,8386,326,13,13,7,9,1,3,0,3,5,9,3,1,3,2
10096,15986,377,28,7,7,3,1,3,0,3,1,4,3,1,4,3
3646,17181,592,11,1,0,0,0,0,0,1,2,0,2,2,4,3
7446,8931,1445,10,10,8,7,0,1,2,3,2,4,4,1,3,5
10851,19863,1038,24,7,7,7,1,0,1,3,2,0,1,2,3,3
2109,24609,1398,8,3,2,2,0,1,3,1,3,0,4,4,3,2
3722,21081,523,7,2,2,2,1,3,1,1,2,2,3,3,1,3
9380,14720,1448,10,3,1,2,2,3,1,3,4,1,3,4,4,3
5486,24795,1221,15,2,2,2,3,0,2,2,3,2,3,1,3,3
2742,3072,1107,2,2,2,2,0,2,0,1,0,2,3,4,3,4
13757,25178,218,16,9,8,8,1,1,3,3,5,4,2,3,3,1
8463,23490,866,6,5,4,3,0,0,3,2,4,1,3,4,3,3
3162,7973,981,7,5,2,3,0,2,2,1,5,0,2,4,3,3
16598,19764,447,35,9,8,8,0,1,3,4,2,8,4,2,2,3
6651,21534,1495,20,3,2,2,1,2,0,2,0,1,3,2,2,4
2345,8045,896,8,3,1,2,1,2,2,1,3,1,3,3,4,3
3420,21158,1467,6,5,2,3,0,1,3,1,3,1,3,3,2,3
4373,17456,430,5,4,3,3,2,0,3,2,2,0,3,1,3,3
4759,15891,1326,15,13,9,12,0,0,3,2,2,3,1,4,3,3
5301,2939,1358,4,2,1,2,2,2,3,2,2,2,3,3,2,1
3673,16458,748,12,12,9,8,0,3,0,1,3,5,3,3,3,2
4768,9282,383,11,1,0,0,1,2,0,2,4,0,3,3,2,5
1274,7152,990,1,1,0,0,2,2,2,1,2,0,3,2,2,3
4900,2721,405,13,12,9,8,1,2,1,2,2,2,4,1,2,2
10466,20948,1490,29,8,7,7,2,1,2,3,3,0,3,2,3,4
17007,11929,829,16,14,8,9,2,0,1,4,3,6,3,4,2,3
2909,15747,1496,5,3,2,2,1,2,0,1,3,1,3,4,4,3
5765,17485,115,7,5,3,0,0,1,0,2,4,0,3,1,1,3
4599,7815,790,16,15,9,10,0,1,0,2,2,10,2,3,4,4
2404,16192,660,1,1,0,0,1,2,3,1,3,0,3,1,3,1
3172,16998,381,4,0,0,0,0,0,1,1,2,0,3,3,2,3
2033,7103,830,1,1,0,0,1,1,3,1,2,0,3,3,3,2
10209,19719,1193,16,2,2,2,0,2,1,3,2,2,3,2,2,1
8620,23757,1246,10,10,7,4,2,2,2,2,3,0,2,3,3,3
2064,15428,330,6,5,3,3,1,2,2,1,3,1,3,1,4,3
4035,16143,1229,4,3,2,2,0,2,3,2,2,1,3,2,3,4
3838,8192,1099,8,5,4,2,0,1,0,1,5,0,2,4,3,4
4591,24200,571,11,5,4,2,1,2,2,2,4,1,3,3,2,3
2561,5355,289,8,0,0,0,0,0,2,1,2,0,2,3,2,2
1563,12530,1423,1,1,0,0,1,2,0,1,2,0,2,4,1,3
4898,11827,467,5,4,2,3,0,0,2,2,5,1,3,4,3,3
4789,23070,271,10,3,2,2,1,0,2,2,3,1,2,1,3,2
3180,4668,410,4,3,2,2,3,1,3,1,3,0,3,3,3,1
6549,3173,1083,8,8,6,7,2,1,2,2,2,1,1,2,2,1
6388,22049,516,14,0,0,0,0,2,3,2,6,0,3,1,3,5
11244,21072,495,10,5,2,0,0,3,2,3,5,0,3,2,4,3
16032,24456,1050,26,14,9,12,1,3,1,4,2,1,3,1,3,4
2362,7568,224,11,9,7,7,0,0,0,1,2,0,2,3,1,4
16328,22074,136,24,20,6,17,1,0,3,4,1,14,3,3,4,3
8376,9150,1089,9,2,0,2,0,1,1,3,3,2,3,4,3,3
16606,11380,228,23,13,12,1,1,1,2,4,2,5,3,4,4,3
8606,21195,1029,11,11,8,3,0,1,3,3,3,3,2,4,1,3
2272,24812,507,5,4,3,2,0,2,0,2,2,1,3,2,3,1
2018,21831,676,15,5,4,0,0,0,3,1,3,1,3,2,1,4
7083,12288,971,10,10,9,6,0,2,3,3,3,8,2,4,3,3
4084,4156,561,7,7,2,7,0,2,3,1,2,7,3,1,1,3
14411,24450,333,32,32,6,9,0,3,2,4,2,13,1,4,3,5
2308,4944,1440,12,11,10,7,1,2,1,1,4,5,3,2,3,2
4841,24052,1210,4,1,0,0,1,1,2,1,3,0,2,2,3,3
4285,3031,674,10,10,8,7,0,3,0,2,2,3,3,1,3,3
9715,7288,441,9,7,7,7,1,0,2,2,3,0,1,3,3,1
4320,24152,575,5,5,3,2,0,1,3,2,2,0,2,4,3,3
2132,4585,950,8,5,4,3,1,3,3,1,3,0,3,4,3,3
10124,18611,288,24,20,8,9,1,3,3,3,3,13,3,3,1,3
5473,19345,1342,9,8,4,1,0,0,0,2,5,7,3,4,4,2
5207,22949,589,15,15,14,7,1,2,1,2,3,5,3,2,3,4
16437,17381,898,21,21,7,7,0,3,2,4,2,7,3,4,3,2
2296,10036,350,2,1,1,0,3,0,2,1,3,0,2,2,3,2
4069,8841,1142,8,2,2,2,0,3,3,2,2,2,3,3,3,2
7441,20933,538,10,10,8,7,3,1,0,3,4,7,3,1,3,4
2430,26204,1402,6,5,3,2,2,2,1,1,5,4,2,1,3,4
5878,15624,824,12,7,1,5,1,1,3,2,2,2,2,1,3,2
2644,17001,1157,7,3,2,2,0,3,2,1,3,1,3,4,2,4
6439,13693,492,18,8,7,7,1,2,2,2,2,7,3,3,3,4
2451,22376,598,5,1,0,0,2,2,2,1,2,0,4,1,2,3
6392,10589,1242,8,2,2,2,1,0,0,2,6,2,3,4,1,4
9714,5323,740,10,10,8,7,1,0,1,2,4,6,2,4,3,3
6077,14814,888,10,6,3,2,0,2,2,2,2,1,3,3,3,4
2450,21731,992,3,3,0,2,0,0,3,1,3,1,2,2,3,3
9250,17799,1288,9,4,2,3,1,1,2,3,3,1,3,2,3,4
2074,26619,104,1,1,0,0,1,0,0,1,2,0,3,4,3,3
10169,14618,607,34,33,7,9,1,3,2,3,4,1,2,2,3,5
4855,7653,903,7,5,2,4,2,1,2,2,2,1,3,1,3,3
4087,25174,1200,9,6,5,2,1,0,3,2,3,1,3,2,2,4
2367,16530,1108,10,8,2,6,1,0,2,1,3,7,3,4,2,4
2972,22061,479,1,1,0,0,0,3,0,1,4,0,3,3,1,4
19586,23037,685,36,36,6,13,1,3,2,5,3,2,2,3,3,5
5484,13008,1351,9,2,2,1,1,3,1,2,3,2,3,2,2,4
2061,11133,474,1,1,0,0,0,3,0,1,5,0,3,1,3,3
9924,12355,1245,10,9,8,7,1,1,2,2,3,7,3,4,3,3
4198,16379,437,8,3,2,2,0,1,1,2,5,1,3,2,4,3
6815,21447,884,15,1,0,0,0,2,1,2,5,0,3,1,3,4
4723,16213,1370,10,10,9,5,0,0,1,1,3,1,3,4,3,1
6142,4223,670,10,5,2,4,0,2,0,2,4,0,3,3,3,4
8237,4658,1462,11,7,6,6,1,2,3,3,3,7,4,1,3,3
8853,24483,995,6,6,4,3,1,3,0,2,0,1,3,4,4,1
19331,19519,264,27,1,0,0,1,2,2,5,2,0,3,3,3,3
2073,12826,977,4,2,2,2,1,2,3,1,2,2,4,4,3,3
5562,19711,1302,9,3,2,2,1,0,0,2,3,0,4,4,3,4
19613,26362,1059,24,1,0,1,0,3,3,5,2,0,2,4,3,2
3407,25348,750,10,10,9,8,2,2,1,2,3,6,4,4,2,3
5063,15332,653,8,8,2,7,1,2,3,2,3,7,2,2,2,4
4639,11262,118,5,5,4,2,1,0,3,2,2,1,3,3,3,2
4876,5855,990,8,6,4,2,1,1,3,1,0,0,4,3,3,3
2690,7713,1349,1,1,0,1,1,3,2,1,5,0,2,4,2,2
